data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,192439662,
2022,41,192439668,
2022,31,192766100,
2022,31,192766101,
2022,1,198007079,
2022,1,198007080,
2022,41,192439868,
2022,41,192451071,
2022,21,192451072,
2022,41,192439871,
2022,41,192440351,
2022,41,197293297,
2022,41,192440355,
2022,1,192440389,
2022,41,198007083,
2022,41,192440397,
2022,41,192440705,
2022,41,192440710,
2022,41,192440715,
2022,41,192440900,
2022,41,192440910,
2022,21,192440864,
2022,21,192440865,
2022,41,192436769,
2022,41,192436770,
2022,41,192552917,
2022,1,192495555,
2022,41,192436788,
2022,41,192436796,
2022,21,192766102,
2022,21,192766103,
2022,41,192437135,
2022,41,192437136,
2022,21,192437082,
2022,21,192437083,
2022,21,192495557,
2022,21,192495558,
2022,38,192437552,
2022,41,192495560,
2022,41,192438569,
2022,32,197308222,
2022,32,197308223,
2022,41,192438801,
2022,41,192438807,
2022,41,192766104,
2022,41,192439006,
2022,41,192439317,
2022,41,192439895,
2022,41,192439913,
2022,41,192495564,
2022,41,192439914,
2022,21,192439936,
2022,21,192439937,
2022,1,192496566,
2022,1,192496567,
2022,41,192766131,
2022,41,192440172,
2022,41,192766133,
2022,41,201594387,
2022,41,192452570,
2022,41,192552918,
2022,41,192440191,
2022,21,192766134,
2022,21,192766136,
2022,21,192440194,
2022,41,192440201,
2022,41,192440210,
2022,38,192440212,
2022,41,192440213,
2022,31,192453063,
2022,41,192766137,
2022,41,192552924,
2022,41,192453065,
2022,41,192440417,
2022,41,192496626,
2022,41,192440425,
2022,41,192453069,
2022,41,192440437,
2022,41,192440442,
2022,41,192440461,
2022,41,197286375,
2022,41,192440462,
2022,41,192553124,
2022,41,192553125,
2022,41,192453083,
2022,41,192440876,
2022,41,192440880,
2022,41,192440915,
2022,41,192436386,
2022,41,192436389,
2022,41,192496701,
2022,21,192496702,
2022,21,192496703,
2022,41,192485638,
2022,41,192485639,
2022,41,192456981,
2022,41,192436403,
2022,41,192436474,
2022,38,198007085,
2022,41,192553131,
2022,41,192456991,
2022,21,192485668,
2022,21,192485669,
2022,41,192553132,
2022,41,192436495,
2022,41,192485674,
2022,41,192485698,
2022,41,192436802,
2022,41,192436812,
2022,41,192554766,
2022,41,192436824,
2022,41,192554788,
2022,41,192436832,
2022,41,192436835,
2022,41,192457000,
2022,41,192554811,
2022,41,192436838,
2022,41,192766144,
2022,41,192437094,
2022,41,192554836,
2022,41,192554857,
2022,41,192437172,
2022,21,192437179,
2022,41,192459067,
2022,3,192485724,
2022,3,192485725,
2022,41,192437185,
2022,41,192766148,
2022,41,192437148,
2022,41,192437565,
2022,41,197293298,
2022,41,192437570,
2022,41,192459088,
2022,41,192485746,
2022,21,192437573,
2022,21,192437574,
2022,41,192437577,
2022,21,201594421,
2022,21,201594422,
2022,41,192437587,
2022,41,192487719,
2022,41,192459466,
2022,41,192437602,
2022,1,192487947,
2022,41,192437607,
2022,41,192437608,
2022,1,201594435,
2022,41,192459472,
2022,21,192766149,
2022,21,192766151,
2022,41,192437850,
2022,41,192437855,
2022,41,192554875,
2022,21,192437864,
2022,21,192437865,
2022,41,192459475,
2022,41,192437876,
2022,41,192437880,
2022,41,192459476,
2022,41,192487971,
2022,41,192437889,
2022,41,192568355,
2022,21,192568360,
2022,21,192568361,
2022,41,192554177,
2022,41,192459752,
2022,41,192459753,
2022,41,192459785,
2022,38,197293312,
2022,41,192766158,
2022,41,197293313,
2022,41,192554203,
2022,41,192487999,
2022,41,192568443,
2022,41,192481025,
2022,41,192487827,
2022,41,192481040,
2022,41,197417769,
2022,41,192554216,
2022,41,192481054,
2022,41,192568458,
2022,41,192488334,
2022,41,192488335,
2022,41,192554234,
2022,21,192766162,
2022,21,192766163,
2022,41,192481080,
2022,41,201594448,
2022,41,192481363,
2022,38,192437167,
2022,41,192481371,
2022,41,192554307,
2022,41,192554308,
2022,41,192488360,
2022,1,198020413,
2022,41,192488368,
2022,21,192488370,
2022,21,192488371,
2022,41,192481385,
2022,41,192481414,
2022,41,192488372,
2022,33,192488553,
2022,41,197293314,
2022,33,192488554,
2022,33,192488555,
2022,41,192488557,
2022,41,192488563,
2022,1,192481925,
2022,41,192488564,
2022,41,192488567,
2022,41,192488570,
2022,41,192437232,
2022,41,192488574,
2022,41,192488578,
2022,41,192482016,
2022,1,192488590,
2022,1,192488591,
2022,1,197308227,
2022,41,192482063,
2022,41,192483115,
2022,1,192488593,
2022,41,192488596,
2022,41,197308229,
2022,41,192488602,
2022,41,192488607,
2022,41,192488609,
2022,41,192437644,
2022,38,192437651,
2022,41,197308230,
2022,21,192554357,
2022,21,192554358,
2022,41,192483305,
2022,41,192766109,
2022,41,192437658,
2022,41,192766111,
2022,41,192483317,
2022,1,197308232,
2022,41,197293319,
2022,41,192490375,
2022,21,192766112,
2022,21,192766113,
2022,38,192490379,
2022,41,192484157,
2022,41,192484171,
2022,41,192484201,
2022,41,192554375,
2022,41,192484059,
2022,41,192484065,
2022,41,192484077,
2022,41,192484081,
2022,41,192491049,
2022,41,192484092,
2022,41,192491051,
2022,41,192455541,
2022,41,192455550,
2022,21,192766123,
2022,21,192766124,
2022,41,192491055,
2022,41,192491059,
2022,38,192453674,
2022,38,192453675,
2022,41,192766125,
2022,41,192491009,
2022,38,197293320,
2022,41,197417652,
2022,41,192491011,
2022,41,192441656,
2022,41,192491012,
2022,21,192491013,
2022,21,192491014,
2022,41,192441882,
2022,41,192491018,
2022,41,192442550,
2022,41,197308424,
2022,41,192442575,
2022,21,192445984,
2022,41,192491031,
2022,41,192446025,
2022,41,192446064,
2022,41,192446130,
2022,21,198020425,
2022,21,198020426,
2022,1,192766613,
2022,41,192446663,
2022,41,192446687,
2022,1,201594528,
2022,41,197293321,
2022,41,192449403,
2022,41,192449600,
2022,41,192491329,
2022,41,192491331,
2022,41,192491333,
2022,41,192449618,
2022,41,192449620,
2022,41,192449624,
2022,41,192491341,
2022,41,192491344,
2022,41,192554428,
2022,1,197497623,
2022,41,192766625,
2022,41,192766626,
2022,1,197497626,
2022,41,192554898,
2022,41,192449956,
2022,41,192766630,
2022,41,192491348,
2022,41,192554932,
2022,41,192554941,
2022,41,192554957,
2022,41,192450319,
2022,41,192450322,
2022,41,192491350,
2022,41,192766850,
2022,1,192450329,
2022,41,192450628,
2022,41,192491352,
2022,41,192450644,
2022,41,192450649,
2022,41,197293322,
2022,41,192491353,
2022,1,192491355,
2022,1,201594541,
2022,1,201594542,
2022,41,192450653,
2022,1,192554999,
2022,41,192491822,
2022,41,192451113,
2022,41,192451115,
2022,41,192491823,
2022,41,192451499,
2022,41,197308426,
2022,41,197293323,
2022,41,197293365,
2022,41,192451510,
2022,41,192451535,
2022,1,192555094,
2022,41,192451943,
2022,41,192567379,
2022,41,192452593,
2022,41,192567382,
2022,41,192452665,
2022,41,192555156,
2022,41,192567383,
2022,41,192567384,
2022,41,192567389,
2022,41,192453116,
2022,1,197497856,
2022,41,197293366,
2022,1,197497858,
2022,1,192567392,
2022,1,192567393,
